tweet,label
chillin like a villin off a killin ,positive
@karlymcquiggan i need to rub you all over my face ,positive
@Sarianas_Wish obviously. You were in his class. We did them in nettles ,negative
"@sourguyxian ah. let mom know. yeah, i think we ALL will be going, plus @lisiepeasie. ",positive
@MrRvM ruilen? ,positive
@Lesley_M goodluck with your day ,positive
is headed to work. . . ,negative
"At St. Ann's hospital. Wife's aunt going into surgery, 5% survival rate. ",negative
"Trying to get my butt out of bed, luckily my bad dreams are pretty much scaring me up. ",negative
haha twitter is chill  but I do not yet completely ,positive
@shuether Thanks for that alert. I guess I need to act sooner than later. ,negative
hmmmmm hugs are soo hard to come by these days! they are free and do so much! so why do people persist to not  give them! ,negative
"@edwood_jr I have rum lol but no money to buy jager. I want coedine actually, my head hurts and I have to go to school tomoz ",negative
@Bellisma can we please? ,positive
"argh - trying to order iPhone, but the website is giving me problems! ",negative
needs to take a break from partying....i think a week should do it. craving something GOOD ,positive
"Next step is to complete the eBook version and......well, cross my fingers! ",positive
@cchenier9 Hey My Baby... I Miss You. I Was Talkin 2 Yo Daddy Earlier I Meant 2 ask Abt Yu... Wats Been Up ,positive
@rpcheer13 why am I your friend? ,positive
I had a burrito..But i ate it.   I want it back. http://tinyurl.com/msyj4a,negative
@eckodabrat: oh ok. Guess it'll still be FOREVER before I see U ,negative
There was a lost dog at my house i wanna keep it ,negative
@jazzychad The guy's a little off balance from running across America ,positive
: my ulcer hurts BIG TIME. ,negative
@gigdoggy I thought maybe it would inspire.  People telling me I'm bad or that I can't do something always gets me fired-up. ,positive
#iremember not having terrible hayfever ,negative
"@hillaryxcore Yes ma'am  That's cool, our birthday's are close. XD",positive
is studying for exams ,negative
"??c xong 297 trang sï¿½ch, mu?n m? con m?t. M?i 1/5 thï¿½i ",negative
on my way to soccer  then cook out with the teammm &lt;3,positive
@brettyourgoals haha I don't wanna because they haven't even read the message I sent them yet  their local to Leeds but are reallygood!,negative
@anidee  i was running around calhoun and there was million ppl and i was passing in the grass but there was a hole and i stepped in it ,negative
- last day at the beach  but im excited to be home tomorrow...except im gonna hate the friggin cold weather &gt;,negative
has her dress for summer ball and sisters wedding ,positive
@petedafeet Enjoy it . Don't forget your sun protection and after sun ,positive
Is watching the Orioles play the Mets on television. No Adam Jones bobblehead for me ,negative
"OOC:  Good night, everyone!  I had fun!  ",positive
"Oh, and I LOVE FIREFLY! Mal (@nathanfillion) is awesome, as is Inara, and pretty much the whole damn cast! Want more! ",negative
happy birthday to josh-- sorry we had to leave the party early ,negative
"watching the 1st ever episode of Seinfelf,never got this show but am willing to start over ",positive
god hates doing homeworkk!! ,negative
BELIEVELAND ,positive
"i don't even care if i'm in trouble. i had a badass night.  summer 09', you're the shit.",positive
@Azz0z thanks ,negative
Hello getting ready for bed after I was looking for the cast of friends. I did not found everyone ,negative
@tiffanyblack I'm glad you ennjoyed the show. I appreciate you looking out for CPD. It's greatly appreciated ,positive
@RoniDrama I am slowly learning all the NYC-isms. So far all my pots &amp; pans fit in my kitchen and none are under my bed ,positive
Wanna go out tonight with my boys ,positive
" no swimming today, it's raining. Guess I'll get some reading done today, going to barnes and nobel for new books.",negative
@jkldesign I promise to keep you pepped up if you do the same for me...as I have a million things to do also lol. Sorry about the tubes ,negative
Instead of being at home I'm in front of the mall waiting 4 her 2 get off. Life as a big sis is not always glamorous ,negative
"the sky looks majestic and the wind blows mighty but shucks man, my hair is messed ",negative
"i wish everyone a good night, i am so tired ",negative
@kreativlink itï¿½s beautiful - and the inside of the cover looks so fluffy ,positive
@Lionhart2    hey cute lion ,positive
Head died. Again ,negative
"@LadyRubaiyat Oh, that too. ",positive
back from egypte ,positive
I'm an idiot. I don't work until 12. ,negative
@merdah  ur makin me sad,negative
@dougiemcfly when are you coming to israel?! it's so unfair we never get to met you and the guys ,negative
@taupecat ha! i already put it in my bag. ,positive
@brainstuck good night! catch you tomo.. happy weekend ,positive
Getting ready for a great Sunday School w/Pastor Pyle but going to miss my old S.S. buddies :-/ Then it's off to work w/the 1 year olds ,positive
@kjbmusic awww u can't hang much longer...  lol,negative
early start again this morning...it's so good to see the world before 7am.  dentist today...boo ,negative
@JettBOY not as drunk as trent and he was drinking beer. Sorry again ,negative
@Silly25 Look at you twittering away about sports. Imagine that ,positive
tired. don't know what to write in the essay tomorrow  ,negative
It's past time for the ol' website to get a facelift.... now it's just a matter of finding the time to do it. ,negative
@Dezz_MCR well idk what she wants to do but ill really try to ignire her ,positive
"@dougiemcfly hahaha. Oh, good to know that you enjoyed the concert  And don't worry about you language!! hahahahaha Love you!! *-* Xx",positive
@tworthalot  my bro playin my PS3 so i can't watch it right now,negative
@reikifurbabies Reiki is such a blessing. It never ceases to amaze me every day ,positive
@DarkCookies the drinks were yummy lol.  I needed them tonite. It just felt good to go out for a couple hours,positive
just ate some mcdonalds. Why do unhealthy things taste so good? ,negative
@j_o_writer1984 thank ya darling! now drive safely! and watch out for the po-pos on 85 in VA(when the speed limit goes up to 70! ,positive
"oh.oh.oh... 414th update!! yipee!! ahaha,, smiLe ",positive
"@winnyadriany alhamdulilah winn, hehehe yg pasti bukan sept next year deh, hehehe kamu leh? ",positive
Whoa! Sonic the Hedgehog on iPod Touch! But 6 bucks ,negative
@rumblepurr Once you hit Dec you'll be warm and we'll be cold ,positive
at the art museum ,positive
@IlanRubin why are you up so late?  great drumming we enjoyed it,positive
@agactinggirl aww i miss john ritter too ,negative
"@technofeliz I invented twitter flirting, I called it twirting but didn't like the name. ",positive
"@invalid_reality Dude, my Caps lost.  Who do I sue?",negative
@tiakayla  ouch that was mean. I feel like I just starred in my own Drag Me to Hell the past few days and I wake up to this? wow!,negative
i scared off henry ,negative
@maybeitsmadison sorry hun.. His married to ME. He's having my babies..and he's Melissa's grandpa. ,positive
@catincanicoara  acu ma-nfrupt dintr-o rosie  tnx for the tip ,positive
Added tons to my flickr photo stream...now I have to make the time to actually label the photos   http://www.flickr.com/photos/nushkie/,positive
Be right back ,negative
"@sajego Ah, sounds like an evening of serenity.  ",positive
I just finished installing the garbage disposal  I am really not feeling the fact I just did that... ,negative
Caramel macchiato to pep me up. I hate it when the sun shines but the wind is freezing ,negative
My laptop is aging ,negative
"@amabaie  Maybe so, but I'll also chat afterwards, so it evens out.",positive
@ssoun126 lol oops my bad. maybe i think weed is so west coast tks 2 @snoopdogg ha! but trust me white caslte taste nasty ,negative
"thinks everyone should go and see star trek, it's awesome ",positive
"Finding a carpenter to repair damage to trim and patio cover after Ike. errands, establishing healthier daily regimen.  Paying Bills. FMC ",positive
"back at work today, I started at 4am so I'm already over half way done for the day ",positive
Really does not want to spend this weekend in the house. ,negative
@x0me880x That's a cool idea...we should meet somewhere before the show. I'm not doing 5* in LV or 4* for that matter so let's party!! ,positive
We r currently following a HOUSE through the back roads of Minnesota! ,negative
dentist appt. today ,negative
Why am I so hungry today? ,negative
"@jonasbrothers http://twitpic.com/7kf4b - omg, kev is too cute again!!  *dead*",negative
@TamiHozempa Our nearest Friendly's is in Orlando... about 1.5 hours away. ,negative
at hoome being sicck . .  . ,negative
Fuckin got arrested ,negative
not feeling to good... ,negative
"Workitty work day... long one too.  But, hey. ONE WEEK TO GO til I &quot;Can't Stop Rockin'&quot;!!! Woohoo!",negative
@TheUgh ,positive
@BronteFan2 What you wrote is awesome...thanks for doing that -I just hope all the stalker-girls out there listen!!!  Poor Rob ,negative
"@kissability LOL anyhoo, how about that traffic  ?  I'm sure it never used to be this bad...",positive
Time for Steve and Anna's Day-O-Fun ,positive
Im sorry your annoyed ,negative
"mornin... oh no! r.i.p. J.G. Ballard, one of our greatest ever writers. UK is in deeper trouble without him. &amp; never got to meet him. ",negative
@vene2ia Thanks so much ,positive
http://bit.ly/Ymjw5 . Staying here in Turkey. ,positive
"2 afternoons a week now, full time in summer. I can pay my rent! Yay! Oh crap now I don't have my summer off. ",negative
is falling asleep to the sound of a million frogs. ,positive
on my way back from town. my backs actually killing ,negative
[-O] I wish my headache would go away  http://tinyurl.com/lqel2m,negative
"@DivineChoice Haha. good morning. Yeah, it wasn't ",negative
"@xoxonemo i know, i miss you too  when's the next time we can chill? ",positive
i'm sick of cleaning! but my room is the last thing &amp; will probably take me the longest. ,negative
@Thariamon ,positive
About to watch drag me to hell. Scary ,negative
off to collect a tv I acquired from freecycle ,positive
@swalkingtree Hey thank you ,positive
Object-Oriented exam in comparison to *other* programming exams was still OK in own right; covered a good mix of theory Q's + all 3 codes ,positive
You haven't lived until you've sat through a middle school orchestra recital. My lil bro did great during his duet ,positive
@roboteatgranny aww just keep trying  (You're most likely doing something wrong; the instructions on the link worked just fine for me),positive
Gah I miss Courtney so much lol. We've been best friends since 6th grade and I miss seeing her everyday!! Now we hardly ever do. ,negative
"@clarissabelle Hope you got back ok? Sunny up there? Back to work for you  At least you don't have to queue for the bathroom, ha!",negative
"&quot;These are the time I'm gonna remember most, yeah&quot; ",positive
Hung out with my besties tonight; fuuuun! Cept one is leaving me to go to college for the summer in Kingsville ,negative
Internet just went down @ work ,negative
Filming the very last scene of Afflicted - then it's on to sound design... soon! soon! ,positive
@DebIFF Hey Deb! Miss your tweets!! ,positive
@bronwynmaye I looked it up on Wiki. Not a metaphor: &quot;In a hypothetical scene of the two as an elderly couple...&quot; -&gt; &quot;hypothetical&quot; ,negative
"queensland here we come, i cant wait leaving tomorrow    gonna go watch a movie with mum, good night xx",positive
wishes @MOwlsroaring a Happy Birthday!  http://plurk.com/p/1170pi,positive
@danadearmond maybe I will come over and we can cry on each other laters ,negative
yes its 5am and for some reason I'm freaking wide awake ,negative
@spazziness stress all day long... need to figure out how to pack my life in three suitcases... ,negative
"@catcloud Yes, Cathy.  (Ordinarily, I don't have much of a problem with naked girls chasing me, however!  )",positive
Last night in clearwater with the parks ,negative
my toes are cold. ,negative
"HP is on warner channel  is bigger than me, something dows not want me to study properly today!",positive
@courtneyforce You're welcome! ,positive
Advocate of marketing w/integrity. This is @jeneweine ,positive
I have no friends ,negative
@heenix that sucks ,negative
@PlanetXbox360 Yes it's. The only downside is I went to play Homerun Pinball and after three strike you have to go back to the main menu. ,negative
@maccast Thanks for the webcam info.  Checking them out.  ,positive
"Its Sunday, and the end of the weekend is upon us  I need a vacation. I want to travel. Where should my first stop be? Hmmm...",negative
@bessyn ! SuGaBrLi doesn't have the same ring to it... ,negative
"http://twitpic.com/4wl05 - I love this picture, hate this kid. But hey, he's looking at me...lol ",positive
Last day 2day  Goin out to an italian 4 t. Back to training for europeans as of monday! 5 days till Europeans yasss!,negative
@cupidgoesrawr no ur not cupid ,negative
Overlooked san francisco from a rooftop hot tub with my little girl and my cousin tonight - doesn't get much better ,positive
@scottmac just don't got insane from all the time travel ,positive
@fortheravers Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,negative
@KeiranLee Mate.. nah never mind! LOL! You already know what I'm gonna say.. TOO-DAA-LOO GAY BOY! See you on Sat bro unless tings change! ,positive
@Outlulz I want to. XBL europe is a faggot ,negative
I cant wear my stilettos at the Acropolis   http://is.gd/MUJV,negative
Listing to play one uk radio ,positive
On my way to school ,negative
@mugunthkumar just like we prefer Firefox over other browsers. extensibility. and it's powerful. ,positive
@bigcat48 the only place i remember eating in Portland is Ri Ra. I got hit on by a gal there one time ,positive
u know i don't have a lot of  followers...that makes me feel kinda lonely ,negative
@RespectMileyC thanks and yep! ,positive
"To HRST class - Don't forget to update your profile with a short summary, blog link, and #hrst tag for all your posts. It helps organize ",positive
"@gamathew ahhh,sorry,i dozed off,it IS 2:50 am here...i'm so sorry! ya,i wonder if that still is the case....hmmm...food for thought huh? ",positive
"God, that was difficult. I validated though. Well, all but 2 pages which I know why but can't do anything really. Well done me. ",positive
Finally got my tattoo done today. Still in Longview but feeling lonely and wishing i were at home right now. I miss Colby! ,negative
"@BeckyKingston Yeah it said on our form, we wouldn't get paid some people in my year did though... i got a pack of CD-Rs as a gift  !",positive
"Happy Weekend!!!!!!!   4 more hours of work, then time to relax!",positive
@vegale Wow! Wow! Good to hear ,positive
 don't go to jail on me!,negative
Car inventories that don't describe the trim level or installed options are as useful as tits on a bull. ,negative
I miss my daughter ,negative
"@OMFGitsJUSTIN agreed, it sucks big time ",negative
@ashieldsss i have no idea just give me a littttle hint   ipoddd?,negative
"@PicSeshu Napp (@NAPP_News) gr8 resources 4 designers/photographers. Discounts, tutorials worth it. Plus Photoshop User mag included ",positive
no money till next week...if only i was jewish ,negative
@Sendall I know what you mean.  It's science!?  ,positive
@LaurenDayMakeup good morning hun! i loved the movie what happens in vegas~ it is such a good movie ,positive
"uh uh, i donch like monday.. especially when one have to wake up EARLY and go to work! ",negative
@mileycyrus  WOW! Congratulations... what an achievement! Wish i could vote for you from im from england ,negative
what a beautiful life you have @aulianaindira ,negative
But I miss my pookie ,negative
last day in my house in SF  see you SFers in summer school,negative
"@5toSucceed *punches my brother* dont be scared lil bro, Its a big world out there, you gotta learn sometime, I did ",positive
@MrsSOsbourne Hope Kelly gets better ,positive
This morning Emily was saying every single line from Twilight - when Bella was talking to Edward in the meadow ,positive
@GuySebastian  your day sucks!,negative
@MsVanityQT Gurl.....im jus sayin' ,negative
@daveannable good luck today. ,positive
Bad Day.... ,negative
@mazosh 4 more days * ,positive
Want to go shopping!!! WHOA!!! I haven't looked for job in L.A. for like a week ,negative
Who knew that excessive amounts of cherries could give u the runs? I didnt ,negative
@Kstew17 Is this the real you?? Theres quite a few Kristen Stewarts that say; im the real me ?? Lol ,positive
"@MarkChrLawrence aww, shucks, thanks for following me!  sorry i'm not as interesting a twitter-er to follow as you are...",positive
Better get back to work I suppose... ,negative
"hello all, really pissed off tonight as I found that I failed exams that I studied for for months.    v.unhappy     ",negative
Not a fan of ricotta creme. ,negative
"@DFWClean However, they never turned up the next day!  ",negative
"It was soooooo good to see Eric tonight, I really have missed him! He makes me really happy ",positive
@panfrieda I had 3 rott canals done in 1 tooth. And 2 molars pulled b/c pulling was cheaper then 2 root canals. Now its bridge time! ,negative
is so tired from answering the whole Chapter 1 of our new accounting book  i need some rest.... (LOL) http://plurk.com/p/11xl8t,negative
"@CheShA oh noes, cunning plan may have fallen through ",negative
"@joannasaw I am too  Think it might be something in the air today. I want to go shopping. Specifically, to yours! Coveting pretty things.",negative
looking forward to Relay for Life this weekend ,positive
@Braveheart133 That your beauty and sparking personality were appreciated by people ,positive
@PRAEst76 who knows what the motivation behind it is. I tried to tell the goths to cheer up but they weren't having it ,negative
"Answered the door wearing a sheet. It was so &quot;pretty woman&quot;.  I'm hungry! So much activity, so little energy left. ",positive
Wow.. what a curve-ball to be thrown!!  trying to focus after some shocking news...  totally gutted  ,negative
Can smell the roast lamb cooking...yumyumyum ,positive
@LetMeEatCake I love halloumi! It's a little out of my price range until I get paid... ,negative
i feel sick today ,negative
"it's almost evening and i haven't got your message, where are you? ",negative
mehhh i'm sooo tired today  i don't think i slept enoughh ,negative
"Celtic let me down again, just like arsenal have this season, bad times ",negative
@UmbroTX YAY I love it!!!  plus you are never on ,negative
@Shanedawson do it. Please.! ,positive
@bobbyrettew Thanks! I spent my college years drinking skunked kegs of Old Milwaukee - learned to appreciate good stuff later on ,positive
@SimplyMe28 oh ok.....that sucks ,negative
"@tommcfly Mtv movie awards is going on tv ,just ask at the  hotel the mtv's channel and watch i ",positive
@ValerieStevens Why is your picture green ?!? Also I need to come down soon I miss my mom ,negative
Raining heavily... affecting the casting at the site!!! ,negative
Back to the hardcore revision after going to work &amp; doing absolutely nothing as it was dead so just had a chat ,positive
"@Ollie_Miles ill read abt it, yes ",positive
oh great - now the status says 24 hrs of outage ,negative
I don't feel good ,negative
its going to be a long night ,negative
"Really need help with my graphics card. Can someone help? Intel(R) 82945G Express Chipset Family black screens. Tried updating, no go. ",negative
and now she is really leaving us even sadder days ,negative
@Rove1974 aww poor lizard  be careful it might eat you next time rove lol!,negative
Woohangover almost gone..! Finally.. I'm sorry everyone..! ,negative
@DreHNIC Dre I got somethin to tell u... LOL ,positive
"driving james to metro.  dining with the furkids while we finish a gothic tome.. and wait to be buzzed for a ride home.  ahh, my life! ",positive
@ohai_courtney oh man Alexx is like gorgeouss in person. we watched White Tie togetherrr  lmao.,positive
"@lastyearsgirl_ Weirdly, I'm not a morning person either even tho I've started work at 7am for the past 3 years ",negative
@REGYATES happy birthday ,positive
@michelledinan when i stop playing football so much it'll probably be different though ,negative
@tim_butcher not yet - definitely going before it finishes though. I'll let the early crowds die down first ,positive
@cutiemoet i noe... bt i jus cant help it..... ,negative
im about to do the dishes ,negative
"@vindee Right back at you, babe. ",positive
"I really don't feel like going out shopping today given I have cold pizza to eat, but I have to as I need to find an ATM ",negative
Finally out of my lecture...  weren't that bad back to this assignment. ,negative
@lilcoastergnome good night to you! ,positive
ps disliking the parklife ticket price ,negative
I went to sleep last night then woke up then went back to sleep and then woke up because of my brother.  im tired...,negative
my statistics exam went amazingly well  yay! ,positive
NOOOOOO JULIET! That was so sweet!  ah titanic moment.,negative
"@mynameisnotmaja By the way. Do you need some Harry Potter-posters? I have two HUGE, and I don't know what I should do with them ",negative
"@aplesandshanana Ahh!! With a burn, you need to wait 24 hours before you put anything on it. Anything before that can make it worse ",negative
Has a bad feeling about college  -Watch Tv On Your Pc go http://bit.ly/sOSGph,negative
"I wanna make mini pizzas, but I don't have pizza sauce ",negative
"Hi,I'm a new twitter-er. ",positive
@bethie138 oh well that's alright then! But that means you won't be able to talk to me when I wake up  boooo,negative
"Wow, it has been 10 day since I last updated. I work WAY to much ",negative
"@forjaboy I know dude,  But I have to get ready, because I'm going to Pakistan for the whole freakin' summer, ( Wish me luck.",negative
is truly madly deeply inlove with Joseph Marcus Yulo. I love you Hon! ,positive
Listening to 2 co-workers discussing music theory and guitar playing. My cool quotient is dropping by the second ,positive
Craft Show was a bust   Time to post them on the website...i really need a better camera!!,negative
GO MILEYY!! even though i no shes gonna lose ,negative
Hotels.com is the devil I feel like when I take a shower someone is going to walk up and shank me ,negative
@ChrisTFT love the new song. its so... deep. ,positive
"@GIOVANNIthaKING nah, but im down to throw a verse on there! ",positive
"@Mattdavelewis Yes, Hon. Never eat before bedtime!  I *always* sleep badly with weird dreams if I do. Maybe a nap today might help. ",positive
@Boinoinoi we're doing some maintenance on our server. Nothing new is coming though ,positive
"@Jinxeh lovely, Andrea! As long as you remember to send me something in the end, I will be happy  Good luck, and happy day!",positive
can't sleep. Hate this bed...I want to go home ,negative
Hoping that pain meds and some reduction in inflammation will make working today bearable. ,positive
@DeansBitch I wish I could find it on my YouTube app! It was posted on a website that played it on YT. I have no idea what it was called. ,negative
"Good night everyone, as always love sending time with @Danubus... can never get enough *kisses to you*baby!! ",positive
"@MuchMusic , i hate this  im 13  &amp; i cant go i wish i could . my sister isgoing omg ! im so sad!",negative
@bigced lies. all lies. remember? u like me. cuz im so rad ,positive
2 weeeeks exactly ,positive
Fender bender and I got a ticket. And no diners cool enough to a shoot in. Not a good day. Not a good day at all. ,negative
@lalaloversyou I'm goingg to miss youu so damn much ,negative
"@SHIKA3 too much on my mind, and a lot to do, and not enough time in the day ",negative
@ellen_the_awful no... I do too ,negative
@CrunchyCarpets http://twitpic.com/6rtpp - Gorgeous! It's so sunny there! Out in the burbs it's totally overcast ,negative
"@leighalexander @OptimusDeadpool Understandable, but of course, those pics make me want to buy a PSP now ",negative
@AronBender Last one starts at 3:30pm at IMG in Century City...  What time are you done?,negative
"gonna collapse, ugh   Funny how Kimbo Slice is gonna be in the UF.  Can't wait for some sparks B)",negative
munching on some chips.. highlight of my night.. haha.. its been a really boring night     ,negative
Wishing there was a band aid big enough to fix her heart ... ,negative
@spunbean why cant i download music ,negative
"@animecosette 2/2 &amp; don't take too much of what I'm saying very seriously right now, I lost our team the lacrosse game and I'm very tired ",negative
@LilCease Well i'm goin to bed n maaaaayyyyybe when i wake up you'll be followin me. Who knows?! ,positive
Long drives are best when you're singing some MCS! ,positive
I need a hug ,negative
Jst finished bathing the kid and enjoying the jungle book!!! What a night ,negative
"@shelleybella Yes, ha.  Especially love the hot towel on the legs part. ",positive
Had my first Gewurztraminer tonight...  then my second glass.  Pretty good.  Maybe I won't hear Vivian tonight.   #fb,positive
@tilib I will try. Sorry about market research thing. Didn't know that 2008 bit. ,negative
Awwww! Baby porcupines have mohawks ,positive
watching Arrested Development with Alexis  no work tomorrow ,positive
I have to go for bloodwork today.  I hate needles.,negative
My neighborhood dry cleaners is closing! That's apparently what I get for not giving them business in like 2 months. ,negative
@torianddean I think that is Awesome!  She peobably sensed MiMi inutero ,positive
just got home from the yearbook stuff(didnt have to stay!!) theres a mistake on my page  owell cant change that now!!!,negative
@jasonkennedy1 One day you and my cousin @christisum will get married!! I could just see it now mini kennedys running around ,positive
Oh man this mtg is gonna run longer then i thought ,negative
@VickieNJ That's the saddest picture I've seen all day.  ,negative
Tomorrow is the beginning of the end ,negative
it doesn't feel like a friday ,negative
welllll EVERYONE HAVE A NICE DAY IMA MISS ALEXIS EVEN YOU CASSIE IMA MISS THE BOTH OF YOU ,negative
Bored at work ,negative
@DavidArchie . The black one your wearing last night. Just a remembrance.  &lt;3 . Lots of love?.,positive
I cant sleep ,negative
iz up!!!!! ,positive
@abcd91 Aww man. ,negative
"Im so sorry  dont cry over me, please? Im seriously gonna have 2 distract myself big time from thinking of you or ill be a fucking mess!!",negative
I miss @Esme_Cullen8 ,negative
"@teabass aw, it'll grow back ",positive
catching up on some tv! day off tomorrow! ,positive
@SydneyOwen Thank goodness you have me ,positive
"Why does it hurt so baaaad? Why do I feel sooooo saaaaad? I have to keep watching my boo, lose this game and the next just the saaaame.   ",negative
@androidtomato not NOW but earlier ,negative
is at college.. wants her sausage egg and tom sarny thoo ,negative
"@terricka That's wonderful! The more you give, the more you will receive... remember that! ",positive
@Mandyque WE AIM TO PLEASE   how are you babe   hows c doing?,positive
my puppy hurt his foot! have to take him to the vet tomoro  hope he is ok,negative
@jellybean005 I Love you so much baby too. you are my world. so lol when is your name goin to go back to jellybean? ,negative
Headed home now.. Gotta wake up at 6.30  Catch you all tomo tweeps!,negative
This is going to be a low stress week ,positive
CITY SAFARI WAS SOOOO MUCH FUN!!!! WE DIDN'T WIN ANYTHING BUT IT WAS STILL VERY COOL!!!   XXXXXX,positive
Its 5:30am why are ppl calling me don't they know its hard for me to fall back asleep ,negative
@LucasEnt whats going on stud ,positive
@LoLa78 I fell asleep on the couch. Woke up and paper did not write itself. Sad am I ,negative
Going on a walk with lukey ,positive
my feet were cold so he took off his socks and put them on me... ,positive
@bootooyoo lol..day two of the adventure begins ,positive
is one more day ,negative
Feeling way out of place no matter how much fun we are having.... ,negative
@PerezHilton Who won? Who who who? I'm stuck at work ,negative
"@adryfeliz well, now that southpark went off.. I'm very very very bored.. there's nothing to do or watch ",negative
Not going to make it to CF this morning after all ,negative
@1WineDude so the &quot;R U Listening WDG?&quot; ...did u want me to confirm how handsome n clever you are? (U r). ... ,positive
"@ddlovato Sentances of yours, running throughout my head... I'm learning your song on the guitar haha ",positive
off 2 sleep got class manana ,negative
has had a lovely tuna salad off the gmtv bikini diet this is the best diet ive ever done so much yummy food !!!! im now off bk 2 work ,negative
Is Jeff Coffin not at this concert?  I haven't seen/heard him yet...I did miss the first few songs though  #DMBLive,negative
First day of school... ,positive
@kissyfish Everyone likes boobies ,positive
watching jason chen vids....find him on youtube! so good ,positive
@emma2381 Ok thanks.. glad there will be a memorial garden there.. bet it was sad.. those poor people ,negative
@lindaleetritton I agree!  I'm having to deny about 10 'experts' per day!  It's getting ridiculous!!  ,negative
@skinnyjeans they say &quot;bus movie&quot; like that's a bad thing.  Buses rule!,positive
I'm not working today. Lmao and a TB is god. I can't wait to own one ,positive
@chelseaheyy your very welcome  haha... you requested me on myspace. said i had  an &quot;Awesome default :]&quot; hehe..,positive
@egregson Oh 2 Bodies is such a classic.  I hope there's another saving Brennan episode this season. Seems it's her turn. ;),positive
 we lost but thats ok the series isn't over one more game!!! but we had a really fun time....now time to take meds and go to bed,negative
@Jillie_B that happened to me at warped tour in like philly  no good. they switched out both tags and put old expired ones on my car.,negative
Tomorrow is Monday ,negative
Please leave me commentaries in all my photos. Thank you ,positive
@Phatfatman I hope you enjoyed it no matter what you did yesterday ,positive
@dwadeofficial  tears just everywhere right now...everywhere.,negative
@andrewmccormick I hear there are some startender guest sessions Thurs? So may go then too ,positive
was with Aimee for 12 hours+  good day today.,positive
i miss sally tang  why did you have to move?!,negative
Argh. Poundland deoderant makes me smell worse.  Getting Lynx next time.,negative
@pickers11 Have fun Pickanny  please give me good marks!,positive
"just heard my dad hack a loogie, ew ",negative
the fan in my room is failing at doing its job. all its doing s blowing warm air at me ,negative
my window is open and it begin to dawn ,positive
"listening to music, my finger hurts ",negative
"Damn i heard folks is standin in line already. but uck that. I stood in line 2 yrs in a row for the iPhone. Not this yr, in the rain. ",negative
"@KankzXD my photos rn't as good as the 1s i got @ mcfly cos i wasnt on the barrier, but they're still ok, left my camera @ my parents tho ",negative
@bizziefan YW  i bet it does good luck tommorow!,negative
"First want to say &quot;Hi everyone&quot;, sinc this is my first tweet ",positive
"@Smiles57 Oh wow, lucky you!!  I love his voice too. ",positive
@skreenplay @skyhome @CanadaMomDeals @KerryPowell @krystalatwork @DaniGirl @bitofmomsense Thanks for the retweets ,positive
@pamelalyons not too far ! lol I've been to Michigan before ,positive
"@Amy2boys Yeah, I'm lame. No cam or phone cam. Its shiny with circles all over it. Too bad I'm at work and not an actual party. ",negative
Re: swine flu ...some wag somewhere on twitter called it the &quot;Aporkalypse&quot; I appreciate wit ,positive
@maired75 *pats head* you never do  its ok.. its a gift lol,negative
@mirandamadden i feel like crying lmfao ,negative
Why do I have to look like a TEENAGER today??! ,negative
"E3-goers, you're gonna have your minds blown by the Xbox press conference -- I've seen *the thing*, and it's amazing ",positive
My awesome day   http://www.twitpic.com/68ro6  http://www.twitpic.com/68rsl  http://www.twitpic.com/68rtc  http://www.twitpic.com/68ru3,positive
"@Beckiethelifeof i know ahha, me too! i have 2 exams tomorrow  nooooo! when do you have yours? x",negative
"eh, screw it.. i'm gonna go wash my hair now  think i'm gonna skip the first lesson, we've already returned our books so.. BRB &lt;3",positive
going to a meeting then showering then working until 5  I wish I could get a tan today,negative
Almost done with work and my feet don't even hurt! I must be getting used to it thank god ,positive
@Satori_K don't let him get to u  be strong buddy,positive
Morning folks  Coffee is on me...or tea...whichever you prefer ,positive
@Carly_FTS Does that mean it's ready and I can pick it up? ,positive
"@saxa246 There is a two week break, so I will get three weeks off this way. ",positive
@marguuuh yep. me and my mom are crazy shoppers. she gets annoyed that i don't clean my room though. nic isn't feeling very well at all. ,negative
"OW OW OW!!! i just broke my big toe nail n it wuz bleedin n now it hurts!  &lt;Peece,Luv,Hapyns&gt;",negative
@RAVENKC Hahahaha. Good. And you can tell them all to follow me on Twitter ,positive
@HowlinHounds thanks! ,positive
back from D.R.      going though pics!,negative
"@AK618 no, I've missed 9  1 for a wedding, 1 for school, 6 for Peru :'( and yesterday's for summer camp (basically work)",negative
wish i was closer than 12 hours ,negative
@ManVsDebt Saw your look for a hosting company. My company uses Media Temple for all our needs. No complaints from us. Godaddy sucks ,positive
@BlowhornOz you never complain i do though ,negative
is waiting for my guys to get back from Blockbuster! Junie will get on then no internet for me ,negative
@TalindaB omg... i can't believe you are talinda bennington...oh my god ,positive
"@mariiannalove ahah , i can't :/ lol cuz my pc is outside -.-' i can't bring it in my room :/ laptop is with my mom ",negative
"@susangregg Hi Susan! I'm a VA and I'd love to help you out. Let me know if you want to talk  http://www,virtualthea.com",positive
"Cant believe the similarities of 'Coraline' to my own novel!! Grrr, that's just spoiled a nice day ",negative
"Started Netflix free trial w streaming, rediscovered dimmer function on overhead light remote, have FIOS: loving my little home theater. ",positive
